ID,Timestamp,Tweet URL,Group,Collector,Category,Topic,Keywords,Account handle,Account name,Account bio,Account type,Joined,Following,Followers,Location,Tweet,Tweet Translated,Tweet Type,Date posted,Screenshot,Content type,Likes,Replies,Retweets,Quote Tweets,Views,Rating,Reasoning,Remarks,Add columns here,Add columns here,Add columns here,Reviewer,Review
43-73,02/04/2023 13:18:48,https://twitter.com/alexislao11/status/1483301795963506693,43,"Solas, Rohan",MRCS,BBM Oxford Grad,bbm oxford,@alexislao11,Alexisleo,,Anonymous,09/16,97,45,"National Capital Region, Philippines",Madam if u r referring to bbm. A special diploma in oxford is equivalent to our BA course.the mere fact that he got accepted at wharton means his sp diploma is legit  Our educ system is diff fr UK. Even if he didnt graduate  i am sure his education is infinitely better than yours,,Text,18/01/2022 12:54,,Emotional,0,1,0,0,,,An Oxford special diploma is NOT equivalent to a Bachelor's degree https://newsinfo.inquirer.net/1507278/marcos-jrs-special-diploma-from-oxford-you-can-have-it-too ,User argues BBM's acceptance in Wharton as a reason for his special diploma to be legitimate (which they likely mistook for a full degree). ,,,,,
43-74,02/04/2023 16:27:52,https://twitter.com/AduiiKawaw/status/1484557541388402691,43,"Solas, Rohan",MRCS,BBM Oxford Grad,bbm oxford,@AduiiKawaw,Pong Pagong😰😰😰,Ikuwento ninyo sa Pagong mga Communistang mga Pinklawan.😤😤😤😤😤😤😤😤😤,Anonymous,11/21,688,193,,"Really? Why are u an american perfect in english?😂he got a special diploma means ""more than a degree"" u search it.not u search it to a Rappler fake news.u better search it in google.if u dont i dont care.",,Text,22/01/2022 00:04,,Emotional,0,1,0,0,,,An Oxford special diploma is NOT equivalent to a Bachelor's degree and is neither superior nor comparable to one. https://www.cnnphilippines.com/news/2021/10/22/Oxford-group-Marcos-credentials.html,,,,,,
43-75,02/04/2023 16:34:38,https://twitter.com/JESSI72693409/status/1481676346220810250,43,"Solas, Rohan",MRCS,BBM Oxford Grad,bbm oxford,@JESSI72693409,JESSI,,Anonymous,07/18,15,1,,"Magka isa na tyong lahat na Filipino, Si BBM ang nakatadhana at may degree sya sa Oxford, sama sama tayong BaBangon Muli✌🇵🇭❤💚👊",,Text,14/01/2022 01:15,,Rational,0,0,0,0,,,Oxford confirms that Bongbong Marcos did not complete his degree. https://www.theguardian.com/education/2022/may/16/ferdinand-marcos-jr-urged-to-stop-pretending-he-has-an-oxford-degree,,,,,,
43-76,02/04/2023 16:45:40,https://twitter.com/AlfonsoCorpuz/status/1480788385664884736,43,"Solas, Rohan",MRCS,BBM Oxford Grad,bbm oxford,@AlfonsoCorpuz,Sir-Al-Cee,"I love Books, Movies & Videos, Nature, Technology, Math, Science. Master-in-Physics Education. Marcos Loyalist. Duterte Supporter. ",Anonymous,09/21,2062,1725,"Mindanao, Philippines",Let's not just agree that BBM has no Tertiary degree. His Oxford diploma explicitly states DEGREE CONFIRMATION. He has a degree.,,Text,11/01/2022 14:27,,Rational,9,0,2,1,,,Oxford confirms that Bongbong Marcos did not complete his degree. https://www.theguardian.com/education/2022/may/16/ferdinand-marcos-jr-urged-to-stop-pretending-he-has-an-oxford-degree,User mentions BBM's diploma but states no source for it.,,,,,
43-77,02/04/2023 16:51:15,https://twitter.com/GrowlHarhar/status/1480371849468866563,43,"Solas, Rohan",MRCS,BBM Oxford Grad,bbm oxford,@GrowlHarhar,Bong Onli,Follow me and i follow you back agad²..... Marcos - Duterte Supporter ini... ✌🏾👊🏾,Anonymous,08/20,7040,7373,"Davao, Philippines","Walang Maipakita na docs mga yan puro lang SILA NGAWA!... 

Magka ha LinTu Lad lang sila sa INA nila Tongue Nga!... 😂",,"Text, Image",10/01/2022 10:52,,Emotional,8,2,3,0,,,Oxford confirms that Bongbong Marcos did not complete his degree. https://www.theguardian.com/education/2022/may/16/ferdinand-marcos-jr-urged-to-stop-pretending-he-has-an-oxford-degree,"Attached images in tweet shows information regarding BBM's ""degree confirmation"" and assumes that BBM going to Oxford means that he has also graduated. Furthermore, the user provided no basis for the sources of the images.",,,,,
43-78,02/04/2023 16:57:50,https://twitter.com/IamPatriotMDS/status/1480470773123121158,43,"Solas, Rohan",MRCS,BBM Oxford Grad,bbm oxford,@IamPatriotMDS,Dude Sabarita💚❤🦅🐆👊✌,Solid DDS👊❤️DU30 👊❤️Duterte pa rin❤️Proud DDS❤️We Love You Tatay Digong❤️Laban Para sa Bayan👊❤️LEGIT DDS👊❤️BISDAK👊❤️,Anonymous,11/20,1422,1095,,Mga tabogok yna mismo galing sa University of Oxford may degree confirmation pa nakasulat dyan! FYI di basta2x nakakapasok sa oxford. At FYI ulet di nyo ba alam na education in Phils is very different in Oxford? Magkalkal kayo para di kayo mag mukhang tanga 😂😂😂😂😂😂,,"Text, Image",10/01/2022 17:25,,Emotional,8,3,3,0,,,Oxford confirms that Bongbong Marcos did not complete his degree. https://www.theguardian.com/education/2022/may/16/ferdinand-marcos-jr-urged-to-stop-pretending-he-has-an-oxford-degree,"Attached images in tweet shows BBM's supposed ""degree confirmation"" but the user provided no basis for the sources of the images.",,,,,
43-79,02/04/2023 17:04:00,https://twitter.com/IamPatriotMDS/status/1480778769077915648,43,"Solas, Rohan",MRCS,BBM Oxford Grad,bbm oxford,@IamPatriotMDS,Dude Sabarita💚❤🦅🐆👊✌,Solid DDS👊❤️DU30 👊❤️Duterte pa rin❤️Proud DDS❤️We Love You Tatay Digong❤️Laban Para sa Bayan👊❤️LEGIT DDS👊❤️BISDAK👊❤️,Anonymous,11/20,1422,1095,,at kong totoong dropout si BBM bakit may diploma at DEGREE CONFIRMATION si BBM from University of Oxford? 😂😂😂,,Text,11/01/2022 13:49,,Emotional,3,0,0,0,,,Oxford confirms that Bongbong Marcos did not complete his degree. https://www.theguardian.com/education/2022/may/16/ferdinand-marcos-jr-urged-to-stop-pretending-he-has-an-oxford-degree,"User mentions BBM's degree confirmation referring to an attached image in another tweet from the same thread. However, the user provided no basis for the image source.",,,,,
43-80,02/04/2023 17:09:45,https://twitter.com/glengle03842096/status/1480542183350763524,43,"Solas, Rohan",MRCS,BBM Oxford Grad,bbm oxford,@glengle03842096,glen,,Anonymous,11/21,512,487,,ito yong diploma ni BBM sa Oxford na hinahanap ng mga pinkachu.,,"Text, Image",10/01/2022 22:08,,Rational,416,123,95,9,,,An Oxford special diploma is NOT equivalent to a Bachelor's degree and is neither superior nor comparable to one. https://www.cnnphilippines.com/news/2021/10/22/Oxford-group-Marcos-credentials.html,"User provides image stating BBM's ""degree confirmation"" without providing the source. Even if the image would turn out to be legitimate, the issue is that BBM lied about his credentials and did not, in fact, complete his degree. Moreover, the supposed ""degree confirmation"" only mentions a special diploma which does not mean degree completion. The user seems to have missed the point of the issue.",,,,,
43-81,02/04/2023 17:21:09,https://twitter.com/PochieLuffy/status/1480807670064070658,43,"Solas, Rohan",MRCS,BBM Oxford Grad,bbm oxford,@PochieLuffy,Marry An Alvarez,,Identified,11/21,0,0,"Dubai, United Arab Emirates",Special diploma is higher than bachelor degree po sa UK.. madaming nagpatunay nyan specially yung mga nakatira sa UK.. magkaiba ang educational system ng Ph at Uk . Wag nila ikumpara sa UP ang OXFORD. baka kahit Suma na sila sa UP di pa rin sila makapasa sa entrance exam sa OX😌,,Text,11/01/2022 15:43,,Rational,8,1,1,0,,,An Oxford special diploma is NOT equivalent to a Bachelor's degree and is neither superior nor comparable to one. https://www.cnnphilippines.com/news/2021/10/22/Oxford-group-Marcos-credentials.html,,,,,,
43-82,03/04/2023 07:14:00,https://twitter.com/Michael550265/status/1528587751087427584,43,"Dy, Timothy",MRCS,BBM Oxford Grad,bbm oxford,@Michael550265,Michael,This is the way,Anonymous,05/21,101,253,,@yarietwt @inmahaeven and @jcpunongbayan BBM graduated from Oxford University. Leni is BAR FLUNKER,,"Text, Reply",23/05/2022 12:04,,Rational,0,2,0,0,,,Oxford confirms that Bongbong Marcos did not complete his degree. https://www.theguardian.com/education/2022/may/16/ferdinand-marcos-jr-urged-to-stop-pretending-he-has-an-oxford-degree,,,,,,
43-83,03/04/2023 07:30:00,https://twitter.com/KiloRomeoEcho/status/1528912847740227586,43,"Dy, Timothy",MRCS,BBM Oxford Grad,bbm oxford,@KiloRomeoEcho,Kathrina ®️🧕,"""You should never let your fears prevent you from doing what you know is right. -Aung San Suu Kyi.",Anonymous,01/17,131,6,,"@AkoSiTitoMarco
Galing ni BBM!! He graduated from Oxford and  Wharton! I heard with honors pa 😝",,"Text, Reply",24/05/2022 09:36,,Rational,2,0,0,0,,,"BBM does not hold a degree from Oxford nor did he finish undergrad studies there, only a special diploma which was treated as an equivalent for the purposes of admission to Wharton (https://verafiles.org/articles/documents-bongbong-marcos-university-education-part-2-wharto)",,,,,,
43-84,03/04/2023 07:35:09,https://twitter.com/catheri60669706/status/1529285991713865737,43,"Dy, Timothy",MRCS,BBM Oxford Grad,bbm oxford,@catheri60669706,catherine,Nothing but simple,Anonymous,08/19,15,2,,@alejandraught @saintiel48 @raykasag @cnnphilippines @eimorpsantos So sad for you bbm graduated in economics sa Oxford sa London! Alam mo ba kahit phd ka pa Jan sa pilipinas pagdating mo sa ibang bansa yang phd mo Ay low.Kahit doctor ka Jan pagdating mo sa ibang bansa caregiver Lang ibibigay sayo at mag aaral ka pa ng ilang taon!,,"Text, Reply",25/05/2022 10:19,,Rational,0,2,0,0,,,Oxford confirms that Bongbong Marcos did not complete his degree. https://www.theguardian.com/education/2022/may/16/ferdinand-marcos-jr-urged-to-stop-pretending-he-has-an-oxford-degree,,,,,,
43-85,03/04/2023 07:48:33,https://twitter.com/Michael550265/status/1513886834048528384,43,"Dy, Timothy",MRCS,BBM Oxford Grad,bbm oxford,@Michael550265,Michael,This is the way,Anonymous,05/21,101,253,,"@jaybcal @inquirerdotnet @dnvrdelrosario

Really? Wow. Galing naman ng excuse mo. Is that the same as actually being enrolled in Oxford University? Nope. Aminin mo na lang. BBM graduated from OXFORD University. Leni graduated from a never heard school. The one you call drop out is much more intelligent than Leni",,"Text, Reply",12/04/2022 22:28,,Emotional,0,1,0,0,,,Oxford confirms that Bongbong Marcos did not complete his degree. https://www.theguardian.com/education/2022/may/16/ferdinand-marcos-jr-urged-to-stop-pretending-he-has-an-oxford-degree,,,,,,
43-86,03/04/2023 07:56:46,https://twitter.com/Michael550265/status/1526409507588345856,43,"Dy, Timothy",MRCS,BBM Oxford Grad,bbm oxford,@Michael550265,Michael,This is the way,Anonymous,05/21,101,253,,"@cookitout @barnabychuck BBM is an Oxford University graduate.

Not a bar flunker like Leni",,"Text, Reply",17/05/2022 11:49,,Rational,1,0,0,0,,,Oxford confirms that Bongbong Marcos did not complete his degree. https://www.theguardian.com/education/2022/may/16/ferdinand-marcos-jr-urged-to-stop-pretending-he-has-an-oxford-degree,,,,,,
43-87,03/04/2023 08:06:53,https://twitter.com/Michael550265/status/1513864692099211267,43,"Dy, Timothy",MRCS,BBM Oxford Grad,bbm oxford,@Michael550265,Michael,This is the way,Anonymous,05/21,101,253,,"""@jaybcal @inquirerdotnet @dnvrdelrosario BBM completed a 3 year Special Diploma Course in Oxford University.

Sino sino ba ang kilala mong nagawa iyan.  Again Oxford University.""",,"Text, Reply",12/04/2022 21:00,,Rational,0,4,0,0,,,Oxford confirms that Bongbong Marcos did not complete his degree. https://www.theguardian.com/education/2022/may/16/ferdinand-marcos-jr-urged-to-stop-pretending-he-has-an-oxford-degree,,,,,,
43-88,03/04/2023 08:14:16,https://twitter.com/Michael550265/status/1514026525263220738,43,"Dy, Timothy",MRCS,BBM Oxford Grad,bbm oxford,@Michael550265,Michael,This is the way,Anonymous,05/21,101,253,,@mordsithV BBM is not an Oxford graduate? Para kang si Leni accusing without evidence. BBM graduated from Oxford University. Marcos is much more intelligent than your Lugaw Leni,,"Text, Reply",13/04/2022 07:43,,Emotional,3,4,0,0,,,Oxford confirms that Bongbong Marcos did not complete his degree. https://www.theguardian.com/education/2022/may/16/ferdinand-marcos-jr-urged-to-stop-pretending-he-has-an-oxford-degree,This specific user seems to have a strong vendetta against Leni.,,,,,
43-89,03/04/2023 08:19:36,https://twitter.com/Michael550265/status/1514570556581969924,43,"Dy, Timothy",MRCS,BBM Oxford Grad,bbm oxford,@Michael550265,Michael,This is the way,Anonymous,05/21,101,253,,"@averysadpoet @MReo35569385 @goodkidbikecity Diploma of BBM is from Oxford University.

Iyan kwento ninyo. Pang basurang serye lang.",,"Text, Reply",14/04/2022 19:45,,Emotional,0,5,0,0,,,Oxford confirms that Bongbong Marcos did not complete his degree. https://www.theguardian.com/education/2022/may/16/ferdinand-marcos-jr-urged-to-stop-pretending-he-has-an-oxford-degree,,,,,,
43-90,03/04/2023 08:27:11,https://twitter.com/Michael550265/status/1514151965088878592,43,"Dy, Timothy",MRCS,BBM Oxford Grad,bbm oxford,@Michael550265,Michael,This is the way,Anonymous,05/21,101,253,,@mordsithV Who call who out? Oxford never denied that BBM graduated from Oxford. Guinness called him out? Anong pakialam nila. FB called BBM out? Scrotum Face called him out.,,"Text, Reply",13/04/2022 16:04,,Rational,0,0,0,0,,,Oxford confirms that Bongbong Marcos did not complete his degree. https://www.theguardian.com/education/2022/may/16/ferdinand-marcos-jr-urged-to-stop-pretending-he-has-an-oxford-degree,,,,,,
43-91,03/04/2023 08:32:40,https://twitter.com/Michael550265/status/1517794419184865280,43,"Dy, Timothy",MRCS,BBM Oxford Grad,bbm oxford,@Michael550265,Michael,This is the way,Anonymous,05/21,101,253,,@kahector4 Solita Monsod is a professor in UP. She said BBM is not good. But BBM graduated from Oxford University. I think the professors in Oxford are way way way bettor that Solita Monsod,,"Text, Reply",23/04/2022 17:16,,Emotional,12,1,0,0,,,Oxford confirms that Bongbong Marcos did not complete his degree. https://www.theguardian.com/education/2022/may/16/ferdinand-marcos-jr-urged-to-stop-pretending-he-has-an-oxford-degree,This same user is living rent-free in Winnie Monsod and Leni Robredo's mind.,,,,,
43-92,03/04/2023 08:37:03,https://twitter.com/RezMercado/status/1517804616771317761,43,"Dy, Timothy",MRCS,BBM Oxford Grad,bbm oxford,@RezMercado,rez mercado,Minority Stock Holder (Mercury Drug),Identified,03/18,293,5,"SBMA, Olongapo City","@ItableAl Yes kay BBM tayo, oxford graduate, walang bahid ng corruption, walang utang sa tax. Masipag na senador, 1000 senate bill ang ipinasa, nagawa niyang A-list o Triple AAA ang Ilocos Norte. Super Talino pa, magna cumlaude",,"Text, Reply",23/04/2022 17:56,,Rational,2,0,0,0,,,Oxford confirms that Bongbong Marcos did not complete his degree. https://www.theguardian.com/education/2022/may/16/ferdinand-marcos-jr-urged-to-stop-pretending-he-has-an-oxford-degree,Tweet is suspected to be satire based on the user's other tweets.,,,,,
43-93,03/04/2023 10:16:58,https://twitter.com/Michael550265/status/1518812595817377792,43,"Dy, Timothy",MRCS,BBM Oxford Grad,bbm oxford,@Michael550265,Michael,This is the way,Anonymous,05/21,101,253,,@joie_purplemd @thekingliamn BBM finished a course in Oxford University. Got admitted to the Masters degree program in Harvard. How many presidential candidates can say that they have done this. From what University did you graduate? Is it better than Oxford University?,,"Text, Reply",26/04/2022 12:41,,Rational,8,8,2,0,,,Oxford confirms that Bongbong Marcos did not complete his degree. https://www.theguardian.com/education/2022/may/16/ferdinand-marcos-jr-urged-to-stop-pretending-he-has-an-oxford-degree,,,,,,
43-94,03/04/2023 10:25:45,https://twitter.com/Michael550265/status/1518943845865590785,43,"Dy, Timothy",MRCS,BBM Oxford Grad,bbm oxford,@Michael550265,Michael,This is the way,Anonymous,05/21,101,253,,"@yeskneebrAce Bumagsak si BBM sa Oxford University?

Graduated from Oxford University then got admitted to Harvard

Asan ang bagsak diyan?

Leni graduated in 1990. Passed the bar in 1997. Tapos take 2 lang. FAKE News. Regardless BAGSAK PA RIN.",,"Text, Reply",26/04/2022 21:23,,Emotional,0,4,0,1,,,Oxford confirms that Bongbong Marcos did not complete his degree. https://www.theguardian.com/education/2022/may/16/ferdinand-marcos-jr-urged-to-stop-pretending-he-has-an-oxford-degree,,,,,,
43-95,03/04/2023 10:39:25,https://twitter.com/Michael550265/status/1518949302353022976,43,"Dy, Timothy",MRCS,BBM Oxford Grad,bbm oxford,@Michael550265,Michael,This is the way,Anonymous,05/21,101,253,,"@yeskneebrAce Graduated from Oxford University. Then got accepted in Harvard. 

Its Oxford University. Number 2 University in the world. BBM graduating from the number 2 University in the World. 

Leni flunked the bar. Graduated from a no name Uni. And u think think Leni is better.",,"Text, Reply",26/04/2022 21:45,,Emotional,0,1,0,0,,,Oxford confirms that Bongbong Marcos did not complete his degree. https://www.theguardian.com/education/2022/may/16/ferdinand-marcos-jr-urged-to-stop-pretending-he-has-an-oxford-degree,,,,,,
43-96,03/04/2023 10:59:25,https://twitter.com/Michael550265/status/1518952007461052420,43,"Dy, Timothy",MRCS,BBM Oxford Grad,bbm oxford,@Michael550265,Michael,This is the way,Anonymous,05/21,101,253,,"@yeskneebrAce BBM went to HARVARD BUSINESS SCHOOL.

Harvard is belongs to the Top 3 business school in the world. TOP. 3 BUSINESS SCHOOL IN THE WORLD.

Oxford IS ALSO IN THE TOP 3 Universities in the world

Leni graduated from a NO NAME UNI AND FLUNKED THE BAR EXAMS.

Fact.",,"Text, Reply",26/04/2022 21:55,,Emotional,0,3,0,1,,,Oxford confirms that Bongbong Marcos did not complete his degree. https://www.theguardian.com/education/2022/may/16/ferdinand-marcos-jr-urged-to-stop-pretending-he-has-an-oxford-degree,,,,,,
43-97,03/04/2023 10:59:53,https://twitter.com/Michael550265/status/1518951017949241344,43,"Dy, Timothy",MRCS,BBM Oxford Grad,bbm oxford,@Michael550265,Michael,This is the way,Anonymous,05/21,101,253,,"@yeskneebrAce You missed the entire point

BBM graduated from Oxford
Studied in Harvard.
Never said he graduated.
But STUDIED IN HARVARD

Edmonton. Oxford. Harvard. 

All top schools IN the world.

Si Leni BAR FLUNKER. Graduate of what Uni that is not ranked in the world

Got it?",,"Text, Reply",26/04/2022 21:51,,Emotional,0,3,0,0,,,Oxford confirms that Bongbong Marcos did not complete his degree. https://www.theguardian.com/education/2022/may/16/ferdinand-marcos-jr-urged-to-stop-pretending-he-has-an-oxford-degree,The Leni obession continues.,,,,,
43-98,03/04/2023 11:07:22,https://twitter.com/Michael550265/status/1519563385095942144,43,"Dy, Timothy",MRCS,BBM Oxford Grad,bbm oxford,@Michael550265,Michael,This is the way,Anonymous,05/21,101,253,,"@alecks_keem @inquirerdotnet @APasajolINQ @vicegandako Meaning nag aral siya sa Harvard Business School. 

Meaning Harvard accepted BBM because BBM is a degree holder from Oxford University.",,"Text, Reply",25/04/2022 14:25,,Rational,0,7,0,0,,,Oxford confirms that Bongbong Marcos did not complete his degree. https://www.theguardian.com/education/2022/may/16/ferdinand-marcos-jr-urged-to-stop-pretending-he-has-an-oxford-degree,,,,,,
43-99,03/04/2023 11:11:49,https://twitter.com/Michael550265/status/1506189612997173252,43,"Dy, Timothy",MRCS,BBM Oxford Grad,bbm oxford,@Michael550265,Michael,This is the way,Anonymous,05/21,101,253,,"@Rayo_delaVerdad @SerenoMeilou BBM was elected as senator in 2010. Has a degree from Oxford. 

Kim Henares could not meet her yearly target as BIR Chief. Failed to get Mighty Corp for tax evasion

Sereno. Doblado ang pagiging sira ulo niya. Fake CJ",,"Text, Reply",22/03/2022 16:42,,Rational,0,11,0,0,,,Oxford confirms that Bongbong Marcos did not complete his degree. https://www.theguardian.com/education/2022/may/16/ferdinand-marcos-jr-urged-to-stop-pretending-he-has-an-oxford-degree,,,,,,
43-100,4/8/2023 13:39:43,https://twitter.com/venju007/status/1459423154896793600,43,"Reyes, Victor",MRCS,BBM Oxford Grad,BBM Oxford,venju007,Veenn Ju,,,2014-08-16 08:42:25+00:00,,10,,"@GerryCacanindin @ajafightingmom Yung Leni nyo kaya ba pumasok sa Oxford? Baka hanggang gate lng yan, Out 1000 isa c BBM sa 100 na nkapasok, akalain mo yun ? 🤗👊👊",,Text,2021-11-13 07:29:29+00:00,,,0,0,0,0,,FALSE,t,,,,,,
43-101,4/8/2023 14:10:31,https://twitter.com/IamLeoFule/status/1457574305949126662,43,"Reyes, Victor",MRCS,BBM Oxford Grad,BBM Oxford,IamLeoFule,Leo Fule,"#BusinessAdministraton #Management #Innovation #Leadership 
#ATimeForGreatness. Man plans and God laughs. UPD ❤ 💚 🇵🇭",,2020-08-01 00:13:49+00:00,,1929,,"@bongbongmarcos Real #BBM. At #Oxford, BBM took a course with 3 sub-fields (Philosophy, Economics, Politics), passed 2 of 3, and obtained a diploma. In PH, a BS degree could be taken for each sub-field. Had BBM done this, he could have graduated with 2 degrees.❤ @bongbongmarcos @SulongSanPablo",,Text,2021-11-08 05:02:49+00:00,,,1,0,0,0,,FALSE,t,,,,,,
43-102,4/12/2023 22:12:15,https://twitter.com/rene_callueng/status/1521874873504919554,43,"Reyes, Victor",MRCS,BBM Oxford Grad,BBM Oxford,rene_calleung,Gelo Gelatto,"♥️💚♥️💚♥️💚Probinsyanong abogado. Nagmula ang mga ninuno sa mga kapatagan ng Ilocos, kabundukan ng Cordillera at lambak ng ilog Cagayan.",,2022-04-17 06:56:08+00:00,,25,,"@DaughterLong @edwardpogi1422 @manilabulletin Daming rason Basta bottom line ilang beses siya nag-exam ng Bar? Did I say na hindi na abogado kapag more than once nagtake ng bar? Graduate si BBM sa Oxford at considered yun as a degree. If you insist that it is otherwise, paano siya natanggap sa Wharton School sa UPen?",,Text,2022-05-04 15:30:19+00:00,,,0,2,0,0,,FALSE,t,,,,,,
43-103,4/12/2023 22:26:11,https://twitter.com/darleneneuve/status/1520994765063421953,43,"Reyes, Victor",MRCS,BBM Oxford Grad,BBM Oxford,darleneneuve,darlene,nature lover,,2021-10-06 19:58:11+00:00,,357,,yes Tama ka  paano nagsinungaling si bbm Special Diploma nya kaya sya nakapag MASTER degree sa Wharton dahil ang Special Diploma  nya ay equivalent sa Bachelors degree dahil iba ang Educ System ng UK Oxford ning panahon na yon ni bbm,,Text,2022-05-02 05:13:05+00:00,,,17,4,2,0,,FALSE,t,,,,,,
43-104,4/12/2023 22:34:15,https://twitter.com/esruNRenier/status/1520845882568101889,43,"Reyes, Victor",MRCS,BBM Oxford Grad,BBM Oxford,esruNRenier,"Clyde, RN 🇵🇭🇦🇪","PHRN, MAN, HAADRN, Former Med-Surge Head Nurse, Former Nurse Supervisor in Homecare and Nurse Supervisor in Diabetes Center UAE; A DDS/MARCOS LOYALIST! ❤️✌️👊💚",,2022-01-04 03:27:45+00:00,,,,Paalala lang MAY DIPLOMA si BBM. Degree confirmation. Kasi nga nagMBA siya sa Wharton. Hindi ka pwede masters degree kung wala ka equivalent to bachelor’s degree. Kailan nagsinungaling si BBM? Haha kumanta ka nalang. Iboto mo nalang si Leni. Bagay kayo. https://t.co/oHNeQHtFlQ,,,02/05/2022 3:21,,,,,,,,,,,,,,,
43-105,4/18/2023 19:28:20,https://twitter.com/Leesa1079/status/1480386741496606720,43,"Solas, Rohan",MRCS,BBM Oxford Grad,BBM Oxford,cHar Lee,@Leesa1079,,Anonymous,12/21,77,35,Central Luzon,"@Alitheia4ever @sandrosantito @GilbertCRemulla Have you seen the report made by a correspondence in UK re BBM's diploma?It has been proven true by Oxford themselves. Hahahah. Also proof of it, Rappler even reported it. Ma. Ressa even tweeted a question to Oxford University asking why they gave BBM a diploma?! The Audacity!",,Text,10/01/2022 11:51,,Rational,1,1,0,0,,FALSE,"Oxford confirms that Bongbong Marcos did not complete his degree. (Therefore, he did NOT graduate from Oxford). https://www.theguardian.com/education/2022/may/16/ferdinand-marcos-jr-urged-to-stop-pretending-he-has-an-oxford-degree","User seems to be under the impression that BBM's special diploma implies his graduation from the university, which is not the case.",,,,,
43-106,4/18/2023 19:38:10,https://twitter.com/LevyJosue1/status/1480132074518503425,43,"Solas, Rohan",MRCS,BBM Oxford Grad,BBM Oxford,Levy Josue,@LevyJosue1,I'm a simple women,Anonymous,01/22,8,4,,@mcneilamandy @MenAuthor @MargarethMiche6 Yang nanay nyo siguro ang recto ang diploma kaya laging lutang mahiya kayo sa Oxford graduate wala kayo sa kalingkingan ni bbm,,Text,09/01/2022 18:59,,Emotional,4,0,1,0,,FALSE,"Oxford confirms that Bongbong Marcos did not complete his degree. (Therefore, he did NOT graduate from Oxford). https://www.theguardian.com/education/2022/may/16/ferdinand-marcos-jr-urged-to-stop-pretending-he-has-an-oxford-degree",User implies in their tweet that BBM is an Oxfor graduate,,,,,
43-107,4/18/2023 19:41:25,https://twitter.com/DuterteMarcos_/status/1479784904238202880,43,"Solas, Rohan",MRCS,BBM Oxford Grad,BBM Oxford,BBM x SARA❤️💚,@DuterteMarcos_,,Anonymous,11/19,105,239,"San Mateo, Calabarzon",@supernegatrona Fake oxford graduate? Confirmed na ng oxford na graduate don si BBM. hindi ka ata nanunuod ng balita.,,Text,08/01/2022 19:59,,Rational,1,17,0,3,,FALSE,"Oxford confirms that Bongbong Marcos did not complete his degree. (Therefore, he did NOT graduate from Oxford). https://www.theguardian.com/education/2022/may/16/ferdinand-marcos-jr-urged-to-stop-pretending-he-has-an-oxford-degree",,,,,,
43-108,4/18/2023 19:48:32,https://twitter.com/ReginaMLagos1/status/1479598747365822465,43,"Solas, Rohan",MRCS,BBM Oxford Grad,BBM Oxford,Beauty,@ReginaMLagos1,Life is short...be happy...think positive...smile ...😀😀😀,Anonymous,10/21,682,500,,@williedofw @DodongPags At sino ba yon nagnakaw ng https://t.co/Xd0C91W4TP sino ang nememeke? May kopya ako dto ng special diploma ni BBM na nkapagtapos sya ng isang degree sa oxford pareho natin ipasuri ito.ksi ako nanniwala dto kng di ka nannwala ay problema mo na iyan.Tumalon ka na lng kng gusto mo. https://t.co/b3nSqdeMj1,,"Text, Image",08/01/2022 7:40,,Rational,0,0,0,0,,FALSE,"Oxford confirms that Bongbong Marcos did not complete his degree. (Therefore, he did NOT graduate from Oxford). https://www.theguardian.com/education/2022/may/16/ferdinand-marcos-jr-urged-to-stop-pretending-he-has-an-oxford-degree",User attached an incomprehensible image,,,,,
43-109,4/18/2023 19:53:04,https://twitter.com/bbminday/status/1497951833280503813,43,"Solas, Rohan",MRCS,BBM Oxford Grad,BBM Oxford,Childe (BBMSARA),@bbminday,✌🏻👊❤💚,Anonymous,01/22,59,55,,TANGA! Special Diploma ang binibigay sa undergraduate degree 🤣. Baka ang pag intindi mo ng undergraduate degree ng OXFORD ay hindi tinapos ni BBM ang course?,,Text,27/02/2022 23:08,,Rational,0,1,0,0,,FALSE,An Oxford special diploma is NOT equivalent to a Bachelor's degree https://newsinfo.inquirer.net/1507278/marcos-jrs-special-diploma-from-oxford-you-can-have-it-too ,,,,,,
43-110,4/18/2023 19:59:50,https://twitter.com/babygirlsas/status/1497619258515542016,43,"Solas, Rohan",MRCS,BBM Oxford Grad,BBM Oxford,babygirl🔺Hera,@babygirlsas,Live.Love.Learn.❤️💚✌️👊 #BTSARMY 💜 #TXT,Anonymous,05/21,1489,2156,,@Rihanna_Lei @jikstapose @trebla_1006 @QMotherGothel BBM finish his diploma course in OXFORD that is why he was accepted in WHARTON for his MBA But he didn't finish.Why u people cannot accept that he came from a prestigious school?He even enrolled in UP COLLEGE of Law do u think they will accept him if he didn't graduate? https://t.co/uQ9BpDAX4A,,"Text, Image",27/02/2022 01:07,,Rational,1,0,0,0,,FALSE,"Oxford confirms that Bongbong Marcos did not complete his degree. (Therefore, he did NOT graduate from Oxford). https://www.theguardian.com/education/2022/may/16/ferdinand-marcos-jr-urged-to-stop-pretending-he-has-an-oxford-degree",,,,,,
